state,name,census_id,id,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,has_unconfirmed
UT,Syracuse,45200601400000,88630,2020,General Purpose,19742682,13817000,3147697,0,0,0,1908788,252989,0,0,869197,14010711,153029,15197069,10872914,15628080,24605643,0,0,0,40233723,FALSE
UT,Richmond,45200301500000,88607,2020,General Purpose,4798501,4459179,225945,0,0,0,103635,0,0,0,9742,1963964,166827,730022,1027718,624896,3263635,0,0,0,3888531,FALSE
UT,Sandy,45201800600000,88618,2020,General Purpose,131923304,84654000,17462858,0,0,0,9690420,2886101,0,0,5373715,54538088,8841801,7015846,56405059,19848848,106951946,0,0,0,126800794,FALSE
UT,Vernal,45202400200000,88637,2020,General Purpose,18932198,15937490,931643,0,0,0,1788933,0,0,0,274132,6094600,728932,278351,9249693,-669686,17021262,0,0,0,16351576,FALSE
UT,Randolph,45201700400000,130419,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,2447,35440,10500,141601,-10372,200360,0,0,0,189988,FALSE
UT,Midway,45202600300000,88575,2020,General Purpose,7744611,5228027,2180690,0,0,0,264133,0,0,0,71761,2930591,317725,6540715,4180315,8275604,5693742,0,0,0,13969346,FALSE
UT,Central Valley,45202110100000,100198,2020,General Purpose,2618906,1257129,1361777,0,0,0,0,0,0,0,0,158626,96965,1735073,197417,1602394,585687,0,0,0,2188081,FALSE
UT,Virgin,45202701100000,102300,2020,General Purpose,511233,173167,99108,0,0,0,0,0,0,0,11724,499762,73547,129600,282083,-2733,987725,0,0,0,984992,FALSE
UT,Millcreek,45201880200000,88577,2020,General Purpose,23742898,21663275,1185323,0,0,0,648162,0,0,0,246138,2419849,3116658,862813,23824985,3526419,26697886,0,0,0,30224305,FALSE
UT,Salina,45202101000000,88615,2020,General Purpose,7010642,6467833,268431,0,0,0,245037,0,0,0,29341,1750583,529682,62343,1796483,744513,3394578,0,0,0,4139091,FALSE
UT,Grantsville,45202300100000,88547,2020,General Purpose,16714513,14266512,1330345,0,0,0,937556,0,0,0,180100,6043798,1499653,3693640,4581092,5094282,10723901,0,0,0,15818183,FALSE
WA,Auburn,48201700200000,39546,2020,General Purpose,130964066,78520431,14306377,0,7451135,0,12738753,9463432,14784873,0,3162498,81454513,6904118,15974060,71475721,19185361,156623051,0,0,0,175808412,FALSE
WV,Berkeley County,49100200200000,130868,2020,General Purpose,35827429,28908412,203143,1863724,0,0,2796945,0,645169,0,945060,11071279,3346635,175077,31925659,7557798,38960852,0,0,0,46518650,FALSE
WV,Jefferson County,49101901900000,130880,2020,General Purpose,5352530,0,877691,0,0,0,1851685,0,1699486,0,923668,6011668,3026359,112736,23895372,4459540,28586595,0,0,0,33046135,FALSE
WA,Cle Elum,48201900100000,88963,2020,General Purpose,0,3076854,0,0,0,0,355691,0,428699,0,0,4771774,2455996,0,4042670,790107,10480333,0,0,0,11270440,FALSE
WA,Colville,48203300200000,88973,2020,General Purpose,0,7052607,0,0,0,0,652958,591190,947660,0,0,0,0,0,11023014,993158,10029856,0,0,0,11023014,FALSE
WA,Yelm,48203400600000,89442,2020,General Purpose,0,15701215,0,0,0,0,0,0,0,0,0,8181141,1265928,0,19161656,150607,28458118,0,0,0,28608725,FALSE
WV,Pocahontas County,49103803800000,54943,2020,General Purpose,1713800,0,94147,0,0,0,348818,0,1117322,0,153513,854222,1011616,60000,5303665,311968,6917535,0,0,0,7229503,FALSE
WV,Wayne County,49105005000000,130898,2020,General Purpose,11623838,3089620,1015956,0,0,24642,739825,0,6508577,0,245218,2588566,1621244,0,8534733,1485098,11259445,0,0,0,12744543,FALSE
WV,Nicholas County,49103403400000,130888,2020,General Purpose,2187004,0,176236,0,0,0,564170,0,1219682,0,226916,1601545,900712,0,5994066,901904,7594419,0,0,0,8496323,FALSE
WV,Kanawha County,49102002000000,46859,2020,General Purpose,30779875,19009486,1717754,61842,0,0,4321020,0,2788048,0,2377626,6248877,6772121,0,59666526,4831,72682693,0,0,0,72687524,FALSE
WV,Marion County,49102502500000,130882,2020,General Purpose,4544440,0,96294,0,0,0,1314960,0,2639375,0,493811,3148549,4054995,0,17833794,-110225,25147563,0,0,0,25037338,FALSE
WA,Yakima,48203901300000,42921,2020,General Purpose,180347112,51284715,21546456,3191844,18887004,0,21154836,18108910,53106230,0,11176030,63563451,15223974,6095768,80980704,22306178,143557719,0,0,0,165863897,FALSE
WV,Ohio County,49103503500000,130889,2020,General Purpose,175097491,164988876,1255284,5748118,0,0,1303279,0,1023416,0,778518,4850203,1627988,145130,34969172,300917,41291576,0,0,0,41592493,FALSE
WV,Randolph County,49104204200000,130892,2020,General Purpose,6760245,3669509,462532,86241,0,0,610235,0,1370530,0,231862,2345219,1463151,0,7734910,-216193,11759473,0,0,0,11543280,FALSE
WV,Hancock County,49101501500000,130877,2020,General Purpose,3011044,0,143300,0,0,0,1013993,0,1455211,0,398540,2477396,1421020,16500,9192241,288948,12818209,0,0,0,13107157,FALSE
WV,Mercer County,49102802800000,51220,2020,General Purpose,7195089,3274690,234255,0,0,0,1170881,0,2276604,0,238659,3217072,1209726,214539,12432963,591789,16482511,0,0,0,17074300,FALSE
WV,Upshur County,49104904900000,130897,2020,General Purpose,4358530,0,224210,1047936,0,0,569608,0,2291869,0,224907,2479536,1508870,0,7281015,398342,10871079,0,0,0,11269421,FALSE
WV,Wyoming County,49105505500000,89660,2020,General Purpose,3045639,0,308302,430087,0,0,632367,0,1447036,0,227847,1675897,943775,0,7011216,637975,8992913,0,0,0,9630888,FALSE
WI,Ashwaubenon,50200560100000,131114,2020,General Purpose,70996489,66190771,1963001,0,0,0,0,2354944,0,0,2842717,12121379,1390164,1306199,21111342,1679145,34249939,0,0,0,35929084,FALSE
WI,Sawyer County,50105805800000,39867,2020,General Purpose,8339584,790000,3256000,0,0,1555332,0,2177992,1504431,0,1233821,8056707,6269937,211235,16356789,525600,30369068,0,0,0,30894668,FALSE
WI,Waunakee,50201302400000,131190,2020,General Purpose,49117567,41931342,3621141,0,1008548,0,0,1351430,813041,0,1722260,20506745,1601620,11059624,14540975,12192802,35516162,0,106372,176770,47708964,FALSE
WI,Tennyson,50202201800000,131254,2020,General Purpose,2254100,1819000,251265,0,0,183835,0,0,0,0,0,185118,22109,2683366,121285,2570426,441452,0,0,0,3011878,FALSE
AR,Yell County,4107507500000,110918,2020,General Purpose,723784,0,723784,81718,0,255338,5409948,0,0,0,0,0,0,0,12838653,1352035,11486618,0,0,0,12838653,FALSE
AR,Conway,4202300100000,48995,2020,General Purpose,145999189,37433638,3096209,220850,0,1738727,84387155,0,5720142,0,4184486,14589091,3906274,8072552,50508390,10286668,66789639,0,0,0,77076307,FALSE
AR,Morrilton,4201500100000,96220,2020,General Purpose,590487,6030000,590487,3814,0,263473,4519619,0,0,0,0,0,0,0,9189284,-1671854,10861138,0,0,0,9189284,FALSE
AR,Polk County,4105705700000,110912,2020,General Purpose,758629,0,758629,0,0,0,4835324,0,0,0,225242,0,0,0,11505636,1820511,9685125,0,0,0,11505636,FALSE
AR,Smackover,4207000600000,96276,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965829,170178,1795651,0,0,0,1965829,FALSE
CA,Albany,5200100200000,66995,2020,General Purpose,71698735,16455841,6725032,5894897,0,670160,37146108,0,3065019,0,1241663,3883900,0,0,25849557,27665335,2068122,3883900,231799,0,29733457,FALSE
AR,Farmington,4207200200000,101758,2020,General Purpose,88527,6735357,88527,0,0,0,3732520,0,0,0,0,0,0,0,6969468,-297528,7266996,0,0,0,6969468,FALSE
FL,Dixie County,10101501500000,92000,2020,General Purpose,21899454,0,740660,218648,0,478631,18781387,0,594971,0,754120,5029108,4504431,3125063,12289358,-120805,25068765,0,0,0,24947960,FALSE
FL,Yankeetown,10203800600000,70718,2020,General Purpose,1067522,0,195475,0,0,651103,209666,0,0,0,11278,540054,36187,0,365165,-229360,1170766,0,0,0,941406,FALSE
GA,Chattooga County,11102702700000,105199,2020,General Purpose,8804698,6792464,556896,78830,1147239,229269,0,0,0,0,0,3735555,1153185,813118,13016138,2531144,16186852,0,0,0,18717996,FALSE
CA,Salida Union School District,NA,46707,2020,School District,46720233,6703678,2407244,0,1746300,0,31297838,0,145657,0,56516,1055344,7501294,809,27162893,-1801122,37521462,0,0,0,35720340,FALSE
IL,Arenzville,14200900100000,96601,2020,General Purpose,374571,0,49849,0,324721,0,0,0,0,0,0,164392,0,0,154849,-57971,377212,0,0,0,319241,FALSE
IL,East Cape Girardeau,14200290100000,96781,2020,General Purpose,225976,225000,976,0,0,0,0,0,0,0,0,39561,0,0,151868,-70429,261858,0,0,0,191429,FALSE
IL,Pike County,14107507500000,32783,2020,General Purpose,2603217,0,402299,0,0,435959,1554751,0,0,0,210208,4290469,2342123,0,6088813,-1524309,14245714,0,0,0,12721405,FALSE
IL,Schuyler County,14108508500000,73894,2020,General Purpose,1545482,0,197366,64281,0,50772,1178005,0,0,0,55058,1115884,887897,123920,2748742,-11174,4887617,0,0,0,4876443,FALSE
IL,Westchester,14201609600000,93226,2020,General Purpose,95098492,11829043,1916185,0,3663124,754717,74273071,0,2289121,0,373231,10041130,212688,0,14390675,-6995749,31640242,0,0,0,24644493,FALSE
IL,Damiansville,14201460100000,96753,2020,General Purpose,4900,0,4900,0,0,0,0,0,0,0,0,164145,0,0,168335,60979,271501,0,0,0,332480,FALSE
IL,Bowen,14203400400000,96658,2020,General Purpose,1019930,991388,28542,0,0,0,0,0,0,0,0,264838,0,0,121464,6684,379618,0,0,0,386302,FALSE
IL,Colchester,14205500400000,71659,2020,General Purpose,2613380,2381000,27413,0,204967,0,220075,0,0,0,0,782801,50645,0,458095,126261,1165280,0,0,0,1291541,FALSE
IL,Athens,14206500100000,71226,2020,General Purpose,7641280,3275000,1355346,0,0,2821258,189676,0,0,0,0,1444101,255820,0,910600,-11332,2621853,0,0,0,2610521,FALSE
IL,Cooksville,14205700600000,96734,2020,General Purpose,185000,185000,0,0,0,0,0,0,0,0,0,54214,0,0,92609,-7787,154610,0,0,0,146823,FALSE
IL,Gillespie,14205900900000,72154,2020,General Purpose,6683081,0,77187,0,6447247,0,0,0,0,0,158647,1865470,0,0,1521512,-61013,3447995,0,0,0,3386982,FALSE
IL,Lawrenceville,14205100300000,111868,2020,General Purpose,7564773,6347382,841159,0,0,376232,0,0,0,0,0,2181915,157177,358273,1987831,-209131,4894327,0,0,0,4685196,FALSE
IL,Matherville,14206600400000,92625,2020,General Purpose,0,95000,0,0,0,62660,0,0,0,0,0,192634,0,0,255343,43643,404334,103618,31135,0,447977,FALSE
NM,Quay County,32102002000000,121936,2020,General Purpose,8030786,0,252434,1295273,1383061,0,4973557,0,0,0,126461,390353,1780462,4824668,6471733,2622353,10844863,0,0,0,13467216,FALSE
NM,Sierra County,32102702700000,121938,2020,General Purpose,20218190,0,498406,917095,0,9211029,6289445,0,2167861,0,147420,909453,2390791,1086474,9762178,99004,14049892,0,0,0,14148896,FALSE
NM,Anthony,32200710100000,121958,2020,General Purpose,10903193,0,26697,0,8605144,0,1621479,0,0,0,26697,356504,794044,1981463,3561967,2872627,3821351,0,0,0,6693978,FALSE
NM,Taos Ski Valley,32202930100000,121999,2020,General Purpose,11641597,7392189,206560,0,2583372,0,1385390,0,0,0,74086,1057911,249147,2099460,3133451,2422165,4117804,976518,125174,0,6539969,FALSE
NM,Corrales,32202390100000,121991,2020,General Purpose,11816708,3670000,1154989,0,0,1626765,5240845,0,0,0,124109,115801,955145,3418601,5644704,2890871,7243380,71782,0,0,10134251,FALSE
UT,Salem,45202501200000,88614,2020,General Purpose,39101581,29398742,6761236,293625,1365411,0,1112482,0,0,0,170085,12583614,538947,10739560,2958763,10519554,16301330,0,0,0,26820884,FALSE
VA,Northampton County,47106606600000,88769,2020,General Purpose,57785802,47841203,3315747,0,24260,35316,963720,0,1878700,0,826448,2379526,6309865,69347,27583716,2212621,34129833,0,0,0,36342454,FALSE
VA,Gloucester County,47103703700000,93535,2020,General Purpose,63114117,37805013,10632083,185998,0,0,5998508,0,6360036,0,2132478,5728243,9231380,612726,59607833,-1598622,76778804,0,0,0,75180182,FALSE
VA,Brunswick County,47101301300000,93521,2020,General Purpose,23859822,12685106,2394991,1909000,0,0,4147418,0,1289201,0,655402,2538956,4940591,905845,20321192,1024024,27682560,0,0,0,28706584,FALSE
VA,Southampton County,47108808800000,98560,2020,General Purpose,70666280,50003627,2476866,314910,4672134,0,5459813,0,612608,67621,720272,3627953,7041968,0,29833476,2250086,38253311,0,0,0,40503397,FALSE
VA,Warrenton,47203100300000,88841,2020,General Purpose,29989528,22409000,2753925,165782,0,0,3354786,0,488994,0,817041,7140948,2024402,42637,11893632,-192660,21294279,0,0,0,21101619,FALSE
VA,Wakefield,47209200200000,130799,2020,General Purpose,436257,0,259710,0,0,163590,0,23440,0,0,12957,1517588,312457,0,560516,368252,2022309,0,0,0,2390561,FALSE
VA,Woodstock,47208600600000,50489,2020,General Purpose,24221551,18731352,378477,120404,0,0,2757312,0,1766981,0,467025,4206833,140416,888856,4529447,283420,9482132,0,0,0,9765552,FALSE
WA,San Juan County,48102802800000,45165,2020,General Purpose,0,10500900,0,0,31998,300000,5125828,1198410,15065755,0,1659556,6261079,11267705,0,49031281,10591818,55968247,0,0,0,66560065,FALSE
VA,Petersburg,47212400100000,46776,2020,General Purpose,102355929,55434010,9809209,3993107,100000,5500000,17452689,0,8003661,0,2063253,20244735,31789547,0,55582773,13070560,94546495,0,0,0,107617055,FALSE
WA,Forks,48200500100000,89035,2020,General Purpose,0,1864994,0,105375,0,0,309009,0,347892,0,110195,1455124,1508914,0,4285890,168912,7081016,0,0,0,7249928,FALSE
WA,Pend Oreille County,48102602600000,45279,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,6246576,13767244,0,7569484,4920469,22662835,0,0,0,27583304,FALSE
WI,Blanchardville,50203300400000,131321,2020,General Purpose,3201739,2587881,222877,9517,0,381464,0,38939,0,0,0,720800,163116,1741246,634600,1858899,1400863,0,0,0,3259762,FALSE
WI,Little Chute,50204500800000,131400,2020,General Purpose,40418981,33996134,3921869,0,0,0,170971,1083562,1840070,0,489937,7610340,1330575,2299424,12368404,6498904,17109839,2289352,38685,488394,23608743,FALSE
WI,Sussex,50206801700000,131588,2020,General Purpose,68968667,56336391,2234430,0,780374,9239229,0,537981,0,0,378243,8193528,1452820,3863990,8749336,1597389,20662285,0,0,0,22259674,FALSE
WY,Thayne,51201200500000,132402,2020,General Purpose,1381429,0,65184,0,0,687938,615867,0,0,0,12440,661571,98058,0,2036339,1460237,1335731,0,0,0,2795968,FALSE
AR,Wilton,4204100400000,101827,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171060,17253,153807,0,0,0,171060,FALSE
AR,Antoine,4205500100000,101726,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42786,12901,29885,0,0,0,42786,FALSE
CO,Elbert County,6102001900000,31964,2020,General Purpose,10344125,5977638,1078137,2778129,110000,0,0,0,0,0,400221,5859871,10214576,855107,20018309,4953607,31994256,0,0,0,36947863,FALSE
AL,Cherokee County,1101001000000,103450,2020,General Purpose,17202575,0,1374602,637099,0,0,6378716,0,4300409,0,967659,3351804,4228246,279181,9200898,2037896,15022233,0,0,0,17060129,FALSE
AL,Lanett,1200900300000,43331,2020,General Purpose,21066749,0,1067689,9888,0,424799,2011743,0,0,0,2081743,10818472,410834,3903350,5386813,3946279,16573190,0,0,0,20519469,FALSE
AL,Calhoun County,1100800800000,91384,2020,General Purpose,32105145,0,2105885,3643581,0,0,9651919,0,9084870,0,2865125,7897583,9269338,520958,27069675,8824781,35932774,267441870,3332585,0,270774455,FALSE
AL,Bessemer,1203700200000,47561,2020,General Purpose,224360386,0,18615910,269652,0,0,63690989,0,38390525,0,9070211,57270587,187330,1023596,60632367,-657050,119770930,0,0,0,119113880,FALSE
AZ,Superior,3201190100000,110895,2020,General Purpose,1660117,0,297247,27414,0,115817,1122261,117364,4793,92004,92585,1075219,1428947,938078,2351666,1012760,4781150,0,0,0,5793910,FALSE
AR,Cave Springs,4200450100000,96056,2020,General Purpose,0,7793000,0,179253,0,353505,0,0,0,0,0,0,0,0,11264563,8109725,3154838,0,0,0,11264563,FALSE
AR,Gravette,4200400700000,110925,2020,General Purpose,109887,5120000,109887,0,0,105966,2320614,0,0,0,132778,0,0,0,4384506,-292144,4676650,0,0,0,4384506,FALSE
AR,Pulaski County,4106006000000,31653,2020,General Purpose,34622043,0,34622043,0,0,593464,0,0,0,0,3987290,0,0,0,0,0,0,0,0,0,0,FALSE
AR,Sebastian County,4106606600000,90247,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
CA,San Anselmo,5202100700000,67794,2020,General Purpose,18309215,4108000,2577150,439243,0,0,8294993,0,1818511,0,241976,1912552,201552,2882505,19242975,4846443,19393141,0,0,0,24239584,FALSE
CA,Hollister,5203500100000,31842,2020,General Purpose,108729443,61675512,8677864,1296925,9518,0,30947803,0,4241996,0,1879825,46653303,2672009,6698408,24810970,12160529,68674161,0,0,0,80834690,FALSE
CO,Aspen,6204900100000,111177,2020,General Purpose,99480596,28086743,16611264,216223,0,3983776,0,0,2578615,0,4561975,42065491,9866404,2211943,77575631,45264727,86454742,0,0,0,131719469,FALSE
CO,Burlington,6203200200000,58833,2020,General Purpose,5689797,0,542553,0,0,5123656,0,0,0,0,89131,8204129,410140,1161646,2249136,2256400,9768651,0,0,0,12025051,FALSE
CO,Jamestown,6200700200000,57476,2020,General Purpose,7924186,0,7924186,0,0,0,0,0,0,0,0,85092,-74998,708768,95140,-286177,1100179,0,0,0,814002,FALSE
CO,Eckley,6206300100000,111232,2020,General Purpose,922580,0,166210,0,0,680336,72660,0,3374,0,0,182429,34050,1738825,50150,1587228,418226,0,0,0,2005454,FALSE
CO,Montezuma County,6104204100000,45136,2020,General Purpose,4545606,0,3784273,0,0,0,0,0,0,0,761333,5174427,24028799,121125,16044542,-1222348,46591241,0,0,0,45368893,FALSE
GA,Mitchell,11206200300000,96497,2020,General Purpose,22451,0,22451,0,0,0,0,0,0,0,0,58833,22692,0,79251,-63,160839,0,0,0,160776,FALSE
GA,Wheeler County,11115315300000,96557,2020,General Purpose,750357,575000,51216,124141,0,0,0,0,0,0,0,1761555,204169,2266,4037786,1252890,4752886,0,0,0,6005776,FALSE
GA,Randolph County,11112012000000,96523,2020,General Purpose,6490541,5631961,52611,446569,0,0,0,0,0,0,85413,1420144,0,1859194,6323420,2252737,7350021,0,0,0,9602758,FALSE
GA,Greenville,11209900200000,111457,2020,General Purpose,3007233,2512255,167004,0,177955,50646,79810,0,0,0,19563,956337,31781,1595321,588933,1475943,1696429,0,0,0,3172372,FALSE
GA,Thunderbolt,11202500500000,90311,2020,General Purpose,1318585,0,236234,0,0,0,1048904,0,0,0,33447,1707166,242019,408423,2239895,2547,4594956,0,0,0,4597503,FALSE
GA,Royston,11205900500000,65888,2020,General Purpose,3255674,0,318061,383258,0,1924500,531452,0,0,0,98403,4436123,47763,634790,1828522,1001252,5945946,0,0,0,6947198,FALSE
GA,Tennille,11215000500000,92047,2020,General Purpose,2600428,2360836,224912,0,0,14680,0,191057,0,0,21515,1059343,107209,138923,805899,-185722,2297096,0,0,0,2111374,FALSE
GA,Deepstep,11215050100000,96465,2020,General Purpose,7226,0,7226,0,0,0,0,0,0,0,0,41182,17011,15820,54563,19766,108810,0,0,0,128576,FALSE
GA,Harrison,11215000200000,96477,2020,General Purpose,249840,241430,8410,0,0,0,0,0,0,0,0,99432,22839,32550,130821,-109766,395408,0,0,0,285642,FALSE
GA,Oconee,11215080100000,96506,2020,General Purpose,8173,0,8173,0,0,0,0,0,0,0,0,39259,49636,24191,73138,-9676,195900,0,0,0,186224,FALSE
GA,McRae-Helena,11213400400000,92038,2020,General Purpose,6579001,0,35142,0,0,5314373,1229486,0,0,0,0,1940705,0,1605365,3195498,1680808,5060760,0,0,0,6741568,FALSE
ID,Clearwater County,13101801800000,44812,2020,General Purpose,3703093,0,470215,577400,0,0,2485000,0,0,0,170478,2502539,1652867,3252,6549971,-412461,11121090,0,0,0,10708629,FALSE
IN,Jasper,15201900500000,145672,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,2057180,2576135,0,77202854,3336971,78499198,0,0,0,81836169,FALSE
IL,Newman,14202100600000,73235,2020,General Purpose,318494,0,56528,0,0,81952,180014,0,0,0,0,159104,0,0,532964,46855,645213,0,0,0,692068,FALSE
ID,Sugar City,13203300200000,109852,2020,General Purpose,4323705,227514,260111,270762,3431152,0,134166,0,0,0,12585,1559797,258745,0,454593,611357,1661778,0,0,0,2273135,FALSE
IL,Evergreen Park,14201602800000,111781,2020,General Purpose,64846114,38133610,2029150,0,2068850,0,18013717,0,3069831,0,1530956,13736248,727314,125000,24412403,3598199,35402766,0,0,0,39000965,FALSE
IL,Crawford County,14101701700000,71714,2020,General Purpose,774012,0,28264,0,0,745748,0,0,0,0,0,1878837,4925419,417600,7027857,1746276,12503437,0,0,0,14249713,FALSE
IL,Hartsburg,14205400500000,92399,2020,General Purpose,222388,0,3162,0,0,219226,0,0,0,0,0,51543,764,0,71557,20620,103244,0,0,0,123864,FALSE
IL,Rio,14204850100000,92930,2020,General Purpose,24080,0,6580,0,0,17500,0,0,0,0,0,41743,0,0,58238,16607,83374,0,0,0,99981,FALSE
IL,Lincolnshire,14204950200000,92550,2020,General Purpose,23781012,10635000,3561621,0,0,0,6450516,0,2838424,0,295451,6709381,1062328,0,10319321,-3055208,21146238,0,0,0,18091030,FALSE
IL,Buckley,14203800300000,96673,2020,General Purpose,417369,0,0,0,412215,0,0,0,0,0,0,189380,0,108000,225296,157343,365333,184153,0,0,522676,FALSE
IL,Beaverville,14203800200000,96632,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,66704,0,0,131949,53268,145385,0,0,0,198653,FALSE
IL,Park City,14204951500000,111864,2020,General Purpose,283964,250000,33964,0,0,0,0,0,0,0,0,2073177,10528,0,3058450,110057,5032098,0,0,0,5142155,FALSE
IL,Sheldon,14203801700000,93029,2020,General Purpose,433459,420000,0,0,0,0,0,0,0,0,0,186893,0,0,384222,68426,502689,0,0,0,571115,FALSE
IL,Hecker,14206700300000,92407,2020,General Purpose,145235,0,7766,0,37469,100000,0,0,0,0,0,123858,42130,0,219184,-5908,391080,0,0,0,385172,FALSE
