"","state","acfrs_original_name","acfrsID","ncesID"
"2514","CA","Santa Clara County Office of Education","31717",NA
"2515","CA","Los Angeles County Office of Education","31688",NA
"2516","CA","Santa Barbara County Education Office","146618",NA
"2517","CA","Sacramento County Office of Education","31707",NA
"2518","CA","Wasco Union School District","57264",NA
"2519","CA","Contra Costa County Special Education Local Plan Area","45569",NA
"2520","CA","Monterey County Office of Education","31696",NA
"2521","CA","Greater Anaheim Special Education Local Plan Area","47326",NA
"2522","CA","Ventura County Office of Education","31734",NA
"2523","CA","Yolo County Office of Education","45630",NA
"2524","CA","Trinity County Office of Education","31731",NA
"2525","CO","Brush School District No. Re-2j","65551",NA
"2526","CO","Calhan School District RJ-1","64782",NA
"2527","CO","Weld County School District 6","32085",NA
"2528","CO","Logan County School District No. Re-1 Valley","32067",NA
"2529","CO","Morgan County School District Re-3","1143212",NA
"2530","CO","Delta County Joint School District No. 50j","282019",NA
"2531","CO","Pikes Peak Board of Cooperative Educational Services","46642",NA
"2532","CO","Southeastern BOCES","93774",NA
"2533","CA","San Joaquin County Office of Education","45553",NA
"2534","CO","Weld County School District RE-5J","48524",NA
"2535","CO","St Vrain Valley School District Re-1j","32039",NA
"2536","CO","North Conejos School District Re-1j","32042",NA
"2537","CO","Joint School District No 28-J of the Counties of Adams and Arapahoe","32038",NA
"2538","CO","South Central BOCES","32080",NA
"2539","CA","Riverside County Office of Education","31705",NA
"2540","CO","Montrose County School District Re-1j","32071",NA
"2541","CO","San Juan Board of Cooperative Educational Services","32062",NA
"2542","CO","El Paso County School District No.3","50441",NA
"2543","CO","Santa Fe Trail BOCES","46575",NA
"2544","CO","Arapahoe County School District No. 1","32037",NA
"2545","CO","East Central Board of Cooperative Educational Services","32066",NA
"2546","CO","El Paso County School District No.8","32049",NA
"2547","CO","San Luis Valley BOCES","32035",NA
"2548","CO","Arapahoe County School District Number Six","41980",NA
"2549","CO","El Paso County School District Two-Harrison","32050",NA
"2550","CO","Alamosa School District RE-11 J","32034",NA
"2551","CO","Weld County School District Re-3j","32086",NA
"2552","CO","Colorado River Board of Cooperative Educational Services","59201",NA
"2553","CO","Counties of Adams Weld and Broomfield School District 27j","196446",NA
"2554","CT","Amity Regional School District No 5","68140",NA
"2555","CT","Capitol Regional Education Council","32208",NA
"2556","FL","Hardee County District School Board","1160267",NA
"2557","FL","Highlands County District School Board","1160271",NA
"2558","GA","Central Savannah River Area Regional Commission","224014",NA
"2559","GA","Board of Education of the City of Marietta","105326",NA
"2560","IA","Central Rivers Area Education Agency 267","50262",NA
"2561","FL","Florida Virtual School","54105",NA
"2562","IA","Grant Wood Area Education Agency 10","33361",NA
"2563","IA","Green Hills Aea","33420",NA
"2564","IA","Mississippi Bend Area Education Agency 9","163090",NA
"2565","IA","Keystone Area Education Agency 1","33371",NA
"2566","IA","Great Prairie Area Education Agency","52626",NA
"2567","IA","Prairie Lakes Area Education Agency","165780",NA
"2568","IL","Career Center of Southern Illinois","42411",NA
"2569","IL","Burr Ridge Community Consolidated School District 180","51824",NA
"2570","IL","Community Consolidated School District 15","32944",NA
"2571","IL","Capital Area Career Center","45120",NA
"2572","IL","Community Consolidated School District 181","53271",NA
"2573","IL","Community Consolidated School District No. 65","44008",NA
"2574","IL","Cook County School District 104","32955",NA
"2575","IL","East St. Louis Area Joint Agreement","33122",NA
"2576","IL","Community Unit School District 100","42064",NA
"2577","IL","Community Unit School District 303","33020",NA
"2578","IL","Community Unit School District No. 140","65415",NA
"2579","IL","Cooperative Association for Special Education","47194",NA
"2580","IL","Echo Joint Agreement","32962",NA
"2581","IL","Dupage County School District No. 45","32990",NA
"2582","ID","Coeur D'alene School District No. 271","32730",NA
"2583","IL","Homer Community Consolidated School District 33c","72418",NA
"2584","IL","B-M-P Tri-County Special Education Cooperative","47478",NA
"2585","IL","Region III Special Education Cooperative","33085",NA
"2586","IL","North Mac CUSD 34","54709",NA
"2587","ID","Joint School District 21","32701",NA
"2588","IL","Southern Will County Cooperative for Special Education","33161",NA
"2589","IL","O'fallon Community Consolidated School District No. 90","33124",NA
"2590","IL","Northwest Suburban Special Education Organization, SEJA No. 805","32966",NA
"2591","IL","School District U-46","33019",NA
"2592","IL","Cook County School District 151","32952",NA
"2593","IL","Special Education District of Mchenry County","41935",NA
"2594","KS","Southwest Plains Regional Service Center Unified School District No. 626","47229",NA
"2595","KS","North Central Kansas Special Education Cooperative Interlocal 636","48557",NA
"2596","IL","West Aurora School District 129","33021",NA
"2597","IL","Wilmington Community Unit School District No. 209u","50812",NA
"2598","ID","Joint School District No.2","32700",NA
"2599","KS","Reno County Education Cooperative No. 610","33543",NA
"2600","KS","High Plains Educational Cooperative District Number 611","33509",NA
"2601","KS","Tri-County Special Education Cooperative No. 607","33532",NA
"2602","KS","Southwest Kansas Area Cooperative District No 613","58420",NA
"2603","KY","West Kentucky Educational Cooperative","41857",NA
"2604","MD","St. Mary's County Public Schools","40284",NA
"2605","MD","Board of Education of Queen Anne's County","40220",NA
"2606","MI","Allegan Area Educational Service Agency","34336",NA
"2607","ME","Maine Administrative District No.1","33925",NA
"2608","ME","Maine School Administrative District No. 46","33940",NA
"2609","MI","Alpena-Montmorency-Alcona Educational Service District","34338",NA
"2610","ME","Regional School Unit No. 49","93958",NA
"2611","MI","Bay-Arenac ISD","34351",NA
"2612","MI","Berrien Regional Education Service Agency","161444",NA
"2613","MI","C.O.O.R. Intermediate School District","34614",NA
"2614","MI","Clinton County Regional Educational Service Agency","161492",NA
"2615","MI","Barry Intermediate School District","161432",NA
"2616","MI","Eaton Regional Education Service Agency","161507",NA
"2617","MI","Clarenceville School District of Oakland and Wayne Counties","161664",NA
"2618","MI","Genesee School District #6","161517",NA
"2619","MI","Dickinson-Iron Intermediate School District","161502",NA
"2620","MI","Clare-Gladwin Regional Education Service District","41874",NA
"2621","MI","Delta-Schoolcraft Intermediate School District","161499",NA
"2622","MI","Gogebic-Ontonagon Intermediate School District","161533",NA
"2623","MI","Eastern Upper Peninsula Intermediate School District","34385",NA
"2624","MI","Gratiot-Isabella Regional Education Service District","161534",NA
"2625","MI","Kent Intermediate School District","161598",NA
"2626","MI","Hillsdale County Intermediate School District","161578",NA
"2627","MI","Lapeer County Intermediate School District","161606",NA
"2628","MI","Lenawee Intermediate School District","161607",NA
"2629","MI","Menominee County Intermediate School District","161765",NA
"2630","MI","Livingston Educational Service Agency","161614",NA
"2631","MI","Ingham Intermediate School District","161586",NA
"2632","MI","Jackson County Intermediate School District","161590",NA
"2633","MI","Manistee Intermediate School District","161619",NA
"2634","MI","Mecosta-Osceola Intermediate School District","161761",NA
"2635","MI","Lewis Cass Intermediate School District","161609",NA
"2636","MI","L'anse Area Schools","34343",NA
"2637","MI","Marquette-Alger Regional Educational Service Agency","161754",NA
"2638","MI","Iosco Regional Educational Service Agency","161589",NA
"2639","MI","Madison School District","161618",NA
"2640","MI","Ionia County Intermediate School District","161587",NA
"2641","MI","L'anse Creuse Public Schools","34513",NA
"2642","MI","Kalamazoo Regional Educational Service Agency","161596",NA
"2643","MI","Charlevoix-Emmet Intermediate School District","161477",NA
"2644","MI","Calhoun Intermediate School District","34372",NA
"2645","MI","Monroe County Intermediate School District","161773",NA
"2646","MI","School District of the City of Wyandotte","161921",NA
"2647","MI","School District of the City of Pontiac","161824",NA
"2648","MI","Shiawassee Regional Educational Service District","42599",NA
"2649","MI","School District of the City of East Lansing","161558",NA
"2650","MI","Cheboygan-Otsego-Presque Isle Educational Service District","161483",NA
"2651","MI","Midland County Educational Service Agency","34544",NA
"2652","MI","Ottawa Area Intermediate School District","161813",NA
"2653","MI","Sanilac Intermediate School District","161842",NA
"2654","MI","School District of the City of Hazel Park","161717",NA
"2655","MI","School District of the City of Saginaw","161839",NA
"2656","MI","Oakland Schools","41824",NA
"2657","MI","School District of the City of Oak Park","161807",NA
"2658","MI","Public Schools of the City of Muskegon","161785",NA
"2659","MN","Independent School District No. 88","34813",NA
"2660","MI","Wayne County Regional Educational Service Agency","161900",NA
"2661","MN","Independent School District No. 2155","34914",NA
"2662","MI","Wexford Missaukee Intermediate School District","161910",NA
"2663","MN","Independent School District No. 31","34807",NA
"2664","MN","Independent School District No. 2905","56107",NA
"2665","MN","Independent School District No. 273","34838",NA
"2666","MN","Independent School District No. 272","34837",NA
"2667","MN","Independent School District No. 625","34887",NA
"2668","MN","Lakes Country Service Cooperative","40828",NA
"2669","MN","Independent School District No. 706","34896",NA
"2670","MI","West Shore Educational Service District","55945",NA
"2671","MN","Independent School District 2142","34898",NA
"2672","MN","Independent School District No. 77","81348",NA
"2673","MN","Educational Cooperative Service Unit of the Metropolitan Twin Cities Area","103115",NA
"2674","MN","Independent School District No. 94","34814",NA
"2675","MI","Tuscola Intermediate School District","161874",NA
"2676","MN","Southwest and West Central Service Cooperative","34857",NA
"2677","MN","Independent School District No. 51","34810",NA
"2678","MN","Minnesota Office of Higher Education","40499",NA
"2679","MN","Northwest Service Cooperative","43663",NA
"2680","MO","Carthage R-Ix School District","35241",NA
"2681","MI","Traverse Bay Area Intermediate School District","161871",NA
"2682","MN","Special School District No.6","42341",NA
"2683","MN","Redwood Falls Independent School District No. 2897","34888",NA
"2684","MN","Minnewaska Area Schools","34882",NA
"2685","MO","De Soto School District No. 73","35244",NA
"2686","MO","Fort Osage R-1 School District","35232",NA
"2687","MI","The School District of the City of Harper Woods","161715",NA
"2688","MO","Consolidated School District No IV of Jackson County","35234",NA
"2689","MO","Lebanon R-III School District","44283",NA
"2690","MO","Mcdonald County R-I School District","35263",NA
"2691","MO","Mansfield R-IV School District","35351",NA
"2692","MO","Hartville R-II School District","35350",NA
"2693","MI","Washtenaw Intermediate School District","161897",NA
"2694","MO","Ferguson Reorganized School District R-2","42084",NA
"2695","MO","Fordland R-III School District","46233",NA
"2696","MO","Louisiana R-II School District","35289",NA
